,reviewText,Title
454037,"28. HENRY: portrait of a serial killer (horror-thriller, 1992) Henry (Michael Rooker) lives with his ex-prison buddy Otis whose sister Becky moves in with them. Despite his shy nature Henry and Becky are attracted to  each other. One night Otis and Henry go out with 2 prostitutes. In a fit of  rage Henry kills one of them and with Otis' help kills the other. At first  having second thoughts Otis gets a taste for killing and they set out on a  murder spree. Otis first shoots down a passing motorist. They then break  into a house and slaughter a whole family (dog and all). They record  everything on tape. Otis begins to lose control as his perverse sexual  urges lead him to rape his own sister. When Henry finds out things take a  turn for the worst.Critique: This graphic, low-budget venture was made  in 1986 but due to the material was released 6 years later. The story is  based on the confessions of serial killer Henry Lukas (who allegedly  confessed to more than 500 murders). Since the plot eschews from any  reference of real events the theme is poorly presented. Writer-director  John McNaughton concentrates more on the nature of killing and the people  that commit them. The only sure thing we know as being Henry's murderous  excuse was that his prostitute mother beat him up, and sometimes forced him  to watch her have sex with clients. Besides that the scary thing is that we  don't really get to understand his (or anyone else's) motives for killing.  As is the case with most low-budget films the use of grainy stock footage  and cheap props prove very realistic. McNaughton shows flair by the use of  hand-held cameras (particularly in the disturbing 'family slaughter') and  good use of cinematography (invoking a visionary paranoia and suspense).  The ending further distances us from the nature of evil.QUOTES:  pawnbroker: &quot;Of course it's black and white. What do you expect for 50  bucks? ****** 3-D for God's sake?&quot;",N/A
177986,"""Mysterious Mr. Wong"" (1935) is great fun for Bela Lugosi fans. The horror icon makes the most of his unusual role and remains properly sinister throughout. Unlike other public-domain Lugosi titles, the print quality is quite good. Bela's classic performance elevates the low-budget surroundings.",N/A
236718,"This movie, although no where near the classic status of Mr. Roberts, from which it is drawn, is a decent comedy.Robert Walker takes over the role of Jack Lemmon and Burl Ives, not James Cagney, is the captain. Walter  Matthau is great as the ship's doctor. It has some great comedic moments  (&quot;tastes like dead frogs.&quot;)Again, not a classic, but worth  viewing.",N/A
218865,This is the only Jerry Lewis solo-performance video I went out to buy.  It stands way above the unfortunate efforts that followed.,N/A
453549,Just a great movie. I don't even like Jim Carrey but this movie is not to be missed. It makes you hope that you too can escape from your own little world.,N/A
382168,When I first saw Godzilla vs. King Kong I was amazed.It had good acting and even a bunch of humor.King Kong didn't look the best but that's because it was a guy in a suit and not stop-motion.A highly enjoyable film but not  a conclusive ending.,King Kong Vs. Godzilla VHS
260087,"Do yourself a favor and check this one out. It is the most hilariously bad movie ever created. &quot;Death Wish&quot; 1/2/3 auteur Michael Winner outdoes himself with the terrible actors and way overblown musical score by  Led Zeppelin's John Paul Jones. (if you thought Jimmy Pages DW2 score was  distracting, you ain't heard nothin' yet, folks).  This is one  so-bad-it's-good film that begs for a remake.",Scream for He VHS
229292,"I've enjoyed this movie more each time I've seen it. As a filming of my favourite novel I was a bit bothered at first by the differences from the book. I missed the violets. I suppose they couldn't find a bank of violets  for the scene of the kiss, the climax of the book, which perhaps is  unfilmable as written. But really the movie is very faithful to the book.  Visually it is wonderful, and all the performances are great, especially  Daniel Day-Lewis who is Cecil to the life.By the way, the opening  situation is taken from real life. There was and is a real Pensione in  Florence on the banks of the Arno where two people checked in around the  turn of the century. The chaperone figure was Forster's mother, and the  young person was Forster himself. And Forster like Lucy was a good  pianist... so Lucy IS Forster! Unfortunately Forster didn't escape from his  mother as easily as Lucy got away from Miss Bartlett...",A Room With a View VHS
278793,"The Bellero Shield is The Outer Limits at its most theatrical. Its tone and language are that of a classical play, drawing on many references to mythology and literature. Martin Landau plays a wealthy scientist caught  between a demanding father and an ambitious wife(Sally Kellerman)who  accidentally traps an alien from another dimension in his laser beam device  and drags him into this world. The scientist is only interested in  intellectual exchange with this peaceful being, but his wife, like  Shakespeare's Lady Macbeth, is interested in fame and fortune through  exploitaition of the alien's amazing invisible shield. Chita Rivera gives a  creepy performance as the barefoot housekeeper Mrs.Dame,and the magnificent  and moody photography catches her emerging from the shadows in a most  spooky way.The mood and texture of this episode are absolutely haunting and  a fine example of why The Outer Limits holds such a legendary place in  television history.",Outer Limits: Bellero Shield VHS
433942,"Good movie, interesting subject, great acting.  If you love Gong Li, or never had the pleasure, please be sure to add this to your list of must see's.  I own it, but Rent it first then decide if you want to own it.",Temptress Moon VHS
383711,"This one has the best of everything.  Best villain (Goldfinger), best sub-villain (Oddjob), best name for a sub-villain (Oddjob), best gadgets, best Bond car and best scenery. It's interesting to see shots of the USA in  Bond films, especially if they fall into the early ones.  Someone once told  me that this film was not filmed on location in the USA in 1964, but when I  pointed out shots of an old Sunoco gas station next door to Joe's Drive-In  with Kentucky Fried Chicken across the street (before it went worldwide),  then you will agree that we were seeing somewhere in the USA and I won the  argument. This film represents the best in what a Bond film should be.",Goldfinger VHS
465760,"I loved this comedy, but the only flaw I saw, or rather turned away from, was the sex. It probably would've gotten a PG rating had it not been for those scenes. As a writer I truly fell in love with the film, as the Will  Shakespeare in this story reminds me of a few of my friends who are  love-struck.",Shakespeare in Love VHS
95403,The movie 10 brought many trends to America.  The cornrows in Derek hair began a national fashion statement.  It welcomed the fresh British humor of Dudley Moore that had not been seen in this country since the arrival of  Monty Python.,N/A
363805,"It reminds me of being 6 years old again and wayching it then!I'm still waiting for the DVD with all those enigmatic deleted scenes like the snack shop and the octopus. Nevertheless, buy it for its nostalgic value",The Goonies Clamshell  VHS
513344,"Concocted with a particularly 90s gunpowder mix of comic books, electronica, video games, animation, and MTV, this film explodes onto the  screen with color, fury, and, surprisingly, intelligence.  In fact, it  never stops going off.The basic plot here is simple.  Lola must get  money to her boyfriend immediately or else he's a corpse.  The genius is  having the plot twist back upon itself, stealing the video game convention  starting the story over when Lola fails several times  and giving her  another chance to pull the task off.  This should be a cute but shallow  gimmick; instead, it is utilized with an unusual cleverness and  purpose.I shan't give any of the twists or turns away; suffice to say  that each &quot;new life&quot; actually reveals more about the characters  and their motivations than I would ever had imagined.A exciting collage  of media, Run Lola Run offers extreme entertainment with hints of  unsuspected substance.",N/A
438244,Madacy appears to have quite a history of producing low quality transfers from film to DVD.  All one needs to do is look at other Amazon reviews (look at some of the Charlie Chaplin DVD reviews).  I was extemely  disappointed with this DVD set and wished I could get back my money.  It  was a complete waste of money.  We're lucky that Amazon has the ability to  review these so others don't waste their hard-earned money also.  Also  fortunate that Amazon has technical info so we can see who has produced the  DVD's.,The Alfred Hitchcock Collection: (Murder / Number 17 / The Man Who Knew Too Much / Sabotage / Secret Agent)
143473,"All throughout high school, my friends and I would skip school and watch this movie.  Sure it's depressing, but it's also one of the coolest movies ever made.Sid &amp; Nancy also introduced us to Gary Oldman, who sang  all the songs in the movie and now has gone onto bigger things (whether  that's good I don't know).The extra features on this DVD are really  exciting.  Phone interviews with Sid Vicious, a great video interview with  the real Sid &amp; Nancy, the infamous Bill Grundy interview, a making of  documantary, and commentary by all the stars of the film.I must have  seen this every day going to high school on videotape,  now that that tape  is all worn out, I have the DVD to see it 100 more times!",N/A
336292,"Great british comedy this,sadly underrated,with some great cameos by the elite of british comedy some of whom have since passed on.Cooke and Moore have a ball playing the two scheming Finsbury nephews.Loved the costumes  and the victorian backgrounds,which looks suspiciously like Belgravia.  Wonderful performances by Michael Caine and Nanette Newman as the  star-crossed lovers. If you need a laugh desperately rent this for the  night. Pity they dont make 'em like this anymore.",N/A
240910,"Even my mother loved this, and she only watches soaps!  I first saw AOGG when I was eleven, and now whenever I'm down, watching it always cheers me up.  Just thinking of Anne breaking a slate over Gilbert's head makes me  smile.  The music is beautiful, and the film is suitable for anyone with a  heart.  I can't wait for the &quot;Anne of Green Gables: the Continuing  Story.&quot;  I just hope that Amazon.com will be selling the video  (Amazon - take note!)",N/A
123594,"Buy &quot;High Noon&quot; as well.  Both are great, see them for your self.  Read some reviews as well, I have never read a bad one of either.",N/A
55783,American Graffiti was a view into a past that many could actually say they know nothing about. George Luca's potrays Southern California's pre-hippie day with such flare and good time Friday night fun. Ron Howard and Cindy  Williams characters as teenage lovers being tested for the rate of maturity  and wanting to stay young forever.  Candy Clark truly deserved her Oscar  for her role.  Great film debut for Macinzine Phillps.,N/A
162073,"The only thing this lame action flick has going for it is the presence of Chow-Yun Fat. Chow-Yun Fat is cool, but the movie is quite bad. The action sequences are candy-coated, ultra-glossy, less violent, slow-motion-ridden  versions of much, much, much better gunfighting sequences from Chow's Hong  Kong films, and the plot is dull and underdeveloped. Mira Sorvino is  utterly out of place and annoying everytime she comes onto the screen. I  just: &quot;Ugh ... it's that annoying chick again.&quot; She does a poor  job with an already uncondonable character. Really disappointing stuff ...  only Chow puts it at 2 stars. That boy has charisma.",N/A
451591,"Box-comments aside, this is the top piece of anime available as far as I'm concerned. Nothing comes close.The quality of the DVD is excellent, and the subtitles seem to be pretty accurate (I'm measuring them against a  fun-subtitle job).If you're looking for the one piece of anime to buy or  view, this is it. Lodoss War and Tenchi Muyo are good (I love Tenchi Muyo),  but Bubblegum Crisis is the best piece of anime available by a mile.I  just wish that they had made more than 8 episodes (Bubblegum Crash does NOT  count). Still waiting for Paradise Lost - but I heard that was coming out  years ago.Gotta go -- Boomer on my tail",Bubblegum Crisis Collection
173345,"Of course its boring if you arent coz its not an adults film. DOH!By the way, all you that gave this low marks -Get an imagination and stop watching &quot;The Mummy&quot;",N/A
459502,"I've seen the Devonsville Terror, I have it.  It is a great show about witches that are killed in that witch hunt thing where they killed everyone convicted of witch craft, and then the witches curse them.  Then a new  teacher moves to town and the curse comes.  It scared me, HORRIFYING! A  must have!",The Boogeyman/The Devonsville Terror
65627,"I am one of the legion of admirers who believe that this film represents the apex of both James Whale's directorial career and Universal Studios' first cycle of monster movies.  Cleverly scripted, flawlessly acted,  wittily directed, and hauntingly scored, it's a marvel of a movie on many  levels; it works as a horror film, a satire, a black comedy, a social  commentary -- even as a romantic melodrama -- depending on your individual  interpretation.It's a real pity, then, that this rich cinematic  treasure has received such a disappointing transfer to the DVD format.  After experiencing the sharply focused, pristine prints presented on  Universal's DVD releases of &quot;Frankenstein&quot; and  &quot;The  Mummy&quot;, my expectations for &quot;Bride&quot; were  enthusiastically  high.  What a letdown!  The film is grainy, with distractingly poor  contrast -- the actors appear to have microcrobes running across their  faces, like amoeba that you might observe under a microscope.  And there  were a couple of pops and jumps inherent in the source material that I  don't recall having seen on the VHS tape release of this film.The extras  are the only features that keep this  disc from being a complete fiasco.  The poster and still archive is remarkable, and the &quot;making of&quot;  featurette is informative and enjoyable.  The theatrical trailer is the one  used for the film's Realart re-release and not the Universal original.  I  strongly suspect (and hope) there will some day be a &quot;restored&quot;  edition of this movie available. Unless you just can't wait to add this  title to your DVD collection, I have to regretfully advise that until such  an improved version comes along, you spend your hard-earned pennies on an  alternate selection.",N/A
404240,"This Movie has it all. I have only seen in on video, but i bet the Dvd has the same features (Media Asia is pretty skimpy on extras). The Story is about the survival of Hong Kongs degenerate society. Chow Yun Fat plays  Jeff, bodygaurd at a local bar who getis into some trouble with a local  loan shark. He is later double crossed by a gay psychopath (Simon Yam, who  steals the show), on a job. He is shot, beaten and left for dead....only to  regain his strength, and return to HK for revenge. Backed by it's gritty  violence, great lighting, cock rock soundtrack, and bullet cam (my fave).  This is Lam's answer to the growing Ultraviolence crave from HK. One of my  ten best.",N/A
5841,"The Professional is that rarest of films: a good action flick.  Luc Besson's direction, and Natalie Portman's performance (no wonder she caught  the eye of George Lucas) are absolutely first-rate.  But the film seemed  choppy.  Characters seemed to interact in a way that seemed as if they knew  more about each other than had been portrayed in the film.However, it  makes sense, when you realize that the European version is substantially  longer (by about an hour I think).  I would have enjoyed seeing the  somewhat ambiguous relationship between Mathilda and Leon develop more.  This is a good American  version of what I am sure was a great European  film.  I understand the Hollywood mentality of keeping every film under 2  hours (unless it's directed by Kevin Costner or Steven Spielberg), but when  you release something on DVD, you should release ALL of it.Shame on  you, DVD-makin' folks.  We demand more!",N/A
23074,"A terrific, outstanding cast couldn't save this one.  Rule #1 in transferring musical to screen--never, EVER tamper with the numbers.  For some reason, the musical was completely retooled for the film, with half of  its best numbers dropped.  If you've never heard or seen the original  musical production, this version has nothing to do with the actual broadway  show.  Consequently, it's way inferior.  What made the musical great was  that it wasn't just about &quot;Annie,&quot; but Christmas and the Great  Depression.  There's nothing about that in here, so the movie loses all the  poignancy of the original.Rule #2--to make a successful show to screen  transfer, the numbers have to be shot in a fantasy style.  Sounds corny,  but I'm telling  you--it works (See the modern version of &quot;Pennies  From Heaven.&quot; As gritty as the storyline is, it works as a musical  precisely because the numbers are shot so unrealistically). When you shoot  a musical in a completely realistic style, no matter how good it is it will  never have the magical feel that makes musicals feel so special; the film  will just look like a regular movie with a bunch of dopes singing out of  context for no reason.  That's exactly what happens here. There's no magic  or charm in this &quot;Annie,&quot; although the cast had enough of it. Oh,  well--what a shame--this could have been better than it was.",Annie
469718,"While this movie has an R rating and supposedly is not to be seen by anyone under 18, it was made for the 14-16 year old.  The only reason it  would have an R rating is language, and that did become offensive after  about the 200th repetition of &quot;F---.&quot; The movie is flawed from  first to last, but the worst fault is the fact that there is not one  sympathetic figure among the participants, and one starts hoping the witch  will get them quickly and painfully, starting with the foul-mouthed,  egotistical girl.  When there is no one to care about, it becomes nigh  impossible to care about the movie itself.  Now, perhaps the 15-year old  will be much taken with how wonderful this all is (and how &quot;just  f---ing uncool,&quot; I am, to borrow a much repeated term from the film),  but any mature person should find this a  colossal bore. By the way, if you  lose your map, follow a stream downhill.  Anyone knows that, anyone who has  ever gone for a tramp in the woods, secondary growth at that, in this case.  The girl says her favorite thing to do on Sunday was hike in the woods.  Didn't she ever pay attention?  Sorry, kiddies.",Curse of the Blair Witch VHS
411408,"I first got interested in watching figure skating about 2 years ago.  One night, I had to chose between this movie and a figure skating competition.  I chose to watch the competition and went to look at my TV Guide to see  when the movie would show again.  About 6 months later I watched the movie  on TV and halfway through I realized that it had been a big mistake on my  part not to tape it.  After that, knowing that TV presentations cut out soe  of the movie for commercials, I went to buy the video.  I watched the darn  thing an average of 3 times a day for the next 3 weeks.  God it was  addicting.  I bought the soundtrack not so long ago and have been listening  to it while I watch the movie.  D.B Sweeney and Moira Kelly do a great job  on the screen.  I wish some professional figure skaters would try to do the  &quot;Pamchienko Twist&quot;.  I especially love the part in the movie when  Doug disses Mozart.  I also crack up every time when I see the part where  Doug is all throwing up at Nationals.  You gotta go watch this movie at  least once.  I guarantee that you will never be able to just watch it once.  TOEPICK!!!!!!!",The Cutting Edge VHS
512478,"&quot;Wild Wild West&quot; was this summer's biggest disappointment. It performed well below the expectations at the box-office, and rightly so. &quot;Wild Wild West&quot; is filled with uninspired and obvious gags, even  worse, it is not at all funny. This is all the more astonishing since it  stars Will Smith, Kevin Kline and the beautiful Salma Hayek. All of them  proofed to be capable comic actors in previous pictures. Director Barry  Sonnenfeld was also known as a man with a freaky sense of humor (&quot;Men  in Black&quot; and &quot;Adams Family&quot; weren't great films, but at  least succeeded in entertaining the audience).Unfortunately, they don't  score big this time. The special effects are good, but the whole films  appears overproduced and the actors seem to wear signs around the necks  which say what is funny about them.&quot;Wild Wild West&quot; is an  example for soulless, uninspired fimmaking (as was &quot;ID4&quot;,  &quot;Godzilla&quot; and &quot;Armageddon&quot;). Let's hope that the  failure of that film does finally ring a bell among the studio-executives  and also the directors. Good films need a compelling narrative and (or)  memorable characters.",Wild Wild West VHS
92953,"Director: Martin Scorsese's The God of The Cinema, he's a gift from christ himself, this guy is gifted, and he and deniro, pesci, grew up in N.Y. coincidence? I think not.. this is the apitome of the ultimate mob  experience..if you wan't to live the life..but aren't involved..or are  considering it..then watch this film..it's an eye opener..you feel as if  your part of the crew..experieincing what they experience..this is the  greatest movie of all time..deniro's best role(and there are many) pesci's  Greatest Role..and Liotta's Shining Moment..there is absolutely nothing  wrong with this film.. so you gotta flip it, don't whine, it's not a  problem, takes a second, it's like back in the day, with the intermissions  in the theatre's, gives me a nostolgic feeling, doesn't bother me..long  live scorsese...and rest in peace with much respect to &quot;Mario  Puzo&quot; - The Godfather Trilogy,The Last Don Series, and of course his  published works..~ Michael &quot;The Saint&quot;",N/A
344409,"This is the story of a young woman who lives on a secluded island (Bridget Fonda.) She has a selfish sister who she is insanely jealous of due to her beauty and stardom in the village they live in. Bridget meets an old man  who was at one time &quot;banished&quot; from the village due to an  accident that was not his fault. She learns the lessons of life, love,  friendship and tradgedy through this man. A great movie for pre-teens and  above",N/A
272996,"In the tense, edge-of-the-seat tradition of Fail Safe, By Dawn's Early Light is a vivid depiction of how the hair-trigger reactions of the superpowers can be manipulated by persons outside ordinary power circles,  and how the technology and pre-ordained response patterns take on an  inexorable life of their own.As a retired military man, I found that  this film grew more frightening as the initial nuclear exchange faded into  the background and both the civilian and military leadership struggled with  the apocalyptic question of how or even whether to turn off the brutal  cycle of escalating retaliation.  The technical accuracy of the film, both  in the equipment and the tactics displayed, heightened the  effectiveness.What makes this movie stand out from other doomsday  thrillers is its ability to show the terrible strain of responsibility and  indecision on people at all levels of the command structure, and the  personal price paid by those who could handle the pressure and those who  could not.  One particularly harrowing and very plausible scenario shows  two Navy fighters in the process of preparing to shoot down an Air Force  bomber that has been judged to have &quot;turned&quot;, both figuratively  and literally.There are many superb dramatic performances in this film.  Foremost among them are Martin Landau as a desperate and badly injured  President, Darren McGavin as the Secretary of the Interior, suddenly thrust  into a position of leadership for which he is unprepared, and James Earl  Jones as an Air Force General commanding the Looking Glass command center  aircraft.Powers Boothe is excellent as a hot-shot pilot who finds  himself slowly beginning to question his black and white view of the nature  of warfare and his place in the overall picture.  Rebecca DeMornay shows  that, when she isn't given the makeup and fancy costumes to rely on, she  has considerable acting talent to fall back on.This is a nerve-wracking,  very credible journey on the tightrope of nuclear devastation, tautly  directed and masterfully paced, from its suspenseful beginning to its  thought-provoking end.  By Dawn's Early Light remains an effective thriller  even after the end of the cold war.  Highly recommended.",N/A
329192,"Shel Silverstein wrote all lyrics and music to this soundtrack: the first song, Ned Kelly, is my favorite -- catchy tune and lyrics.  Almost all are catchy.Very folky stuff.  If you like old Bob Dylan, you'll love this.",N/A
65690,Perhaps most of you know that the story of Jmes Whale is the crux of &quot;Gods and Monster.&quot;  Gods also depicts a recreation of Bride,N/A
76731,"Another reviewer already mentioned the Immaculate Conception. This was what went through my mind too. When you think about this film there is a rather biblical theme to it. Whether it's intentional or not is another  question.What I mean is, when John Connor is conceived, Sarah is being  impregnated by someone who hasn't been born yet. Technically, he doesn't  really exist. So in a way, Sarah is like the Virgin Mary. Is it a  coincidence that John Connor, the one who will save mankind, has the same  initials of a messiah people worship already?Armageddon is, of course, a  biblical theme. After it comes, John Connor will lead his followers in a  battle against Skynet, which could really be interpreted as the Antichrist.  The devil inside us(mistrust of the other side) was responsible for this  defense computer being built, and unleashing the evil that followed.You  may well laugh at my theory, I'm not a religious person. But if my theory  is right, then this is the best screen adaptation of the Book of Revelation  ever made!",N/A
62531,"When I was told of it's sequel I was stunned! Another Child's play movie? It sounded to good to be true. But when I actually saw the film I laughed. A very good comedy, it is, let down by a very weak plotline...One wonders  how it's follow up Seed of Chucky will fair out. Then again, time will  tell, we all hope",N/A
125406,"First of all, this movie was not historically accurate. Second of all, WHO CARES? This should stand on it's own as a superb film about love,revenge,and death. Mel Gibson does an excellent job of portraying  William Wallace,and the fight sequences are fierce and disturbingly  realistic. This movie has it all, and for the nay-sayers who complain and  whine about accuracy, shut up and go watch the History Channel.",N/A
403553,"Michael has changed. No more stalking, no more surprise scares, no more suspense. All michael does is brutally slaughter people. Even the ones trying to protect him. Whats his deal? Halloween seems to have reached the  hardcore stage. At this rate, Michael Myers would be a bloody good match  for the Terminator.",Halloween: Curse of Michael Myers VHS
19597,"This film is the ultimate potrait of one man driven by society to extreme and homicidal means. He builds up anger and builds up anger until he wants to do something about it, but what?Then he meets Jodie Foster and through  her he uses his anger to help her. The direction on this film is amazing. A  must for any Scorsese, DeNiro or Foster fan.",N/A
132323,"Tour Hawaii with Elvis Presley!!!  That's a pretty good description of this musical, the success of which marked the end of the singer's attempts  at being a serious actor.  For what it is--a travelogue with music and a  slight plot--it isn't bad at all.  But &quot;King Creole,&quot;  &quot;Flaming Star,&quot; and even &quot;Follow That Dream&quot;  demonstrated that Elvis could indeed act when given half the chance.  That's all &quot;Blue Hawaii&quot; is, though:  half a chance.  The songs  aren't exactly rock and roll, but most provide pleasant listening, and, of  course, this is the movie that introduced the lovely &quot;Can't Help  Falling in Love,&quot; the song with which he would end all of his concerts  in the 70s.  Angela Lansbury is on hand as Elvis' mother, even though she  was only a few years older than him (just as she was only a few years older  than Laurence Harvey when she played his mother in &quot;The Manchurian  Candidate&quot; the next year, a movie in which Elvis might just as well  have been cast considering his apparent manipulation at the hands of  Colonel Parker), and, of course, there are plenty of luscious babes about  for those who don't consider Angela a turn on.  &quot;Blue Hawaii&quot; is  a real mixed bag.  It is, perhaps, the very definition of  &quot;fluff,&quot; and as fluff it is attractive, but it would ultimately  lead to dozens of execrable imitations that would make Presley's movie  career one of the most lamentable in history.  The writing was on the wall  and, more importantly, in the grosses.",N/A
107159,"I have to admit, if this film did not have the acting genius of both Kevin Spacey and Samuel L. Jackson, I'd write it off as another Bruce Willis wannabe.  However, both of these heavy-hitters display such intelligence  and depth to their respective roles, that I ended up watching it over and  over again.  Jackson is great as the hostage negotiator who is forced to  take hostages himself when he is framed for murder.  When Spacey is brought  into the fold to talk Jackson down, it becomes a great war of words and  wit.  Both men have their own agendas, and as actors they have incredible  chemistry.  The action sequences are good too, and don't weigh down the  plot of the story.  The supporting cast is great too, and help to add humor  to the tense situation at hand. All in all, a great edge-of-your-seat  action thriller, with a very good ending.  I have watched this over and  over, and I still am not bored with it.",N/A
48498,One of Hitchcock's very best. A complex film that needs and certainly deserves multiple viewings. Rich in a number of themes including reality vs illusion and things are not always what they seem. James Stewart gives a  fine performance but Kim Movak is not much more than adequate. Beautiful  color photography and a mesmerizing score by Bernard Herrmann.,N/A
286331,"An over-the-top opinion? To most, probably, but I have never been in any doubt. Vincent Price, my favourite actor since I saw &quot;Fall Of The House Of Usher&quot; in 1975, has never really been taken seriously,  because he so often played tongue-in-cheek, yet surely an actor should be  judged by the degree of enjoyment they give you. Certainly his range was  greater than most give him credit for, and he could play it straight, as in  &quot;Laura&quot;, &quot;Witchfinder General&quot; and &quot;The Whales Of  August&quot; for example. &quot;Theatre Of Blood&quot; gave Price the  chance to turn his &quot;hammy&quot; type performance into an art form.  This is EXCELLENT acting by someone clearly in peak form and relishing  every moment and opportunity, and there are plenty to be had. Surrounding  Mr. P. were an assortment of top British character actors. Its well  documented that they were all reluctant to appear and only agreed aslong as  each of the others did, but clearly they too got fully into the morbid yet  hilarious spirit of the proceedings. Vincent Price plays a disillusioned  actor, content to restrict himself to Shakespearian roles but panned by the  critics as a result. When they, not surprisingly, overlook him for an  award, he decides enough is enough, and after a failed suicide bid, goes  totally loopy and commences dispatching these tormentors of his soul at a  rate of knots. The original aspect here is that he kills them in a method  extracted directly from Shakespeare (unless it doesnt quite fit his plans  in which case he merely re-writes the scene!). The opportunity given to  Price to recite passages from these plays is what gives this film its edge,  he does it in such an overboard yet brilliant and memorable fashion that  you WANT him to succeed. Where real-life critics have their only problem,  is that the death scenes are graphically depicted with a surplus of  blood-letting in four of them. Yet it is only the first which is truly  shocking (as Michael Hordern is stabbed to death in the style of Julius  Caesar by a large group of &quot;squatters&quot;) because as soon as Price  leans over the dying man and utters &quot;I am well, it is you who are  dead!&quot; you realise this film is not to be taken TOO seriously and  rapidly get into the gleefully gruesome spirit of the thing. That he will  not get away with it is not a totally forgone conclusion, (I mean hed  escaped justice the year before in &quot;Dr. Phibes&quot;), but  his demise  in a flame-engulfed theatre is definately the ONLY diappointment in the  entire movie (with such originality throughout, fancy killing him by the  same method as in virtually all his Corman-Poe productions!). Nevertheless  this is top-flight entertainment, and to me an unrivalled classic. Pity  theres not a six-star rating!",Theater of Blood VHS
451502,"Okay, I have to write in response to all those &quot;If you're not a fan, you won't get it&quot; reviews.  I saw this movie without having seen a previous LICK of the series, and I was totally into it!  I loved the plot;  it made me sit forward and THINK for 2 hours straight (which is far better  than most movies do!), and Duchovny &amp; Anderson's onscreen chemistry is  phenomenal.  This movie MADE me a fan, and now, when I go back to watch all  the TV episodes that built up to the movie, I can watch the movie and enjoy  it just as much as the first time I saw it, if not even moreso.  It's a  beautiful way to answer the big questions while still leaving enough  material to continue this magnificent series on TV and even with more  movies... I'm loving every step of the X-Files story, and the movie is what  brought me in and made me a fanatic in the first place... so quit bashing  it people, it was EXTREMELY well-done!  (My ONLY question:  Would a bee  really just SIT in someone's collar during a plane trip from Texas to  Washington??  Hmm...)",N/A
507107,"The SuperS movie is the best of all Sailor Moon movies!! Great animation (even better than Sailor Stars), really funny scenes, all the Sailor Senshi (except Sailor Saturn), old powers, new powers, it's got everything you'd  want from Usagi and friends. but it!!1",Sailor Moon Super S VHS
505516,I got this event on tv and i thought it was a good event the only complaints i have are In the Undertaker vs Shamrock match there was way to many submission holds and the HHH vs X-pac match was  a little bit boring  but the rest of the card was great and the rock vs austin match was one of  the best matches i have ever seen,WWF: Backlash 1999 VHS
140337,"It is great. All that needs to be said.But I would like to quibble with the Canadian reviewer who defends Janet Leigh's role. He or she uses the book to illuminate her role in the movie. That same character in the movie may possess more depth than the character in the movie, but that doesn't negate the fact that in the movie the character is poorly drawn and badly written. I wish that they had put the elements from the book into the movie. But they didn't. And her role (though not her performance--she had to make do with the lines she was given) does mar an otherwise almost perfect film.",N/A
466714,"Forget upper clash crap like Four Weddings and Notting Hill,watch this and TRAINSPOTTING to see British cinema at its best,great characters,plot,comedy,over the top violence and a wonderfull cliff hanger  of an ending....in the words of Vinnie Jones....&quot;it was  emotional&quot;!!","Lock, Stock, and Two Smoking Barrels VHS"
300674,"This film is probably the scariest vampire film I have ever watched. Every time I saw Max Schreck on the screen, I backed up from my seat. His pantomimic gestures and his eerie expressions sent a chill down my bones  whenever he used his talent. Max's performance as the undead Count Dracula,  in my opinion, is the most gothic and overules, Lugosi, Lee, Langella, and  Oldman. However, I'm not suprised. Back in 1922, the Germans were the  masters of horror!",N/A
450968,Ol' Billy Bob needs to set foot outside the trailer park once in a spell and get a good ol' hunk a reality! There is nothing to recommend in this film outside of serving to kill the first phase of Reynold's career. Any  film that features the singing of Nabors is clearly not covered by any law  and should be banned immediately. Are there really people out there who  emjoy good ol' boy humor and macho posturing?,N/A
185854,"This movie teaches (even though not directly) that everybody has sometthing vital and essential in his life. But nobody struggles to preserve it if it seems natural, like your country, the meadows, or your  family. They are all part of your life and you couldn't live without them  but your life doesn't turn to preserve what you think is the Essence of it.  Trying absolutely to preserve it would seem insane in the face of the  world, and would bear some deadly smells as if you would put your favorite  landscape in aquarium. So men have to deal with its loss, keeping more  things in their heads and hearts than in their pockets. But life shows us  that everything fades even though memories can't. That's the bitter power  of the Nostaghia...",Nostalghia VHS
308049,"Marsha Mason received her fourth and last (to date) Best Actress Oscar nomination for this touchingly funny and bittersweet role.  She truly shines (as does Hackett and Coco) in this Neil Simon work.  It is one of  those movies that if you are channel surfing for something to watch and you  come across it, it will grab you, no matter what scene you're at, and keep  you until the end!  But don't wait for TNT or TBS, buy it and pop it in  once or twice a year or only when you want to laugh.",Only When I Laugh VHS
190241,"This sleeper gem got lost in the shuffle of many less worthy films (lizards and asteroids, anyone)? Hands down, this is one of the most astonishing films in recent memory--funny, sexy, tragic, frightening, and  by the time you get to the jaw-dropping twist ending, breathtaking.  Also  one of the finest films ever made about the strange, haunting world young  girls live in this side of &quot;Alice in Wonderland.&quot;  The perfect  double feature with Tim Burton's &quot;Edward Scissorhands&quot;--and that  is meant as very high praise.",N/A
51054,"Absolutely BRILLIANT,EXCITING,SUPERB,MAGNIFICENT,GOOD and well just generally WOW. This film is really good you should get it.",N/A
423880,saw it when i was a kid. terrified me. a classic in suspense. alan arkins role in this movie was excellent. should have won an oscar for it. they don't make them like that any more.,N/A
